CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,Flag,Latest Date?
Iraq,IRQ,,,NAT_TOTAL,20210104,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,2,1,1,1,0,0,4,1,0,,,598369,12844,53.7,53.7,71.43,71.43,51.11,51.11,51.28,51.28,50,50,FALSE,20210104
Iceland,ISL,,,NAT_TOTAL,20210103,1,1,2,1,2,1,4,1,0,,0,,0,,3,2,0,2,0,0,2,1,3,2,0,0,2,1,2,1,,5754,29,52.78,52.78,57.14,57.14,62.67,62.67,58.85,58.85,87.5,87.5,FALSE,20210103
Israel,ISR,,,NAT_TOTAL,20210105,2,0,3,1,2,1,3,1,1,1,2,1,2,0,3,2,1,2,0,0,2,1,2,2,0,0,4,1,3,1,,456139,3496,76.85,76.85,80.95,80.95,81.22,81.22,78.33,78.33,100,100,FALSE,20210105
Italy,ITA,,,NAT_TOTAL,20210103,3,1,3,1,2,1,4,1,1,1,2,1,2,1,3,1,1,2,0,0,2,1,2,1,0,0,3,1,2,1,,2155446,75332,87.96,87.96,91.67,91.67,78.22,78.22,78.72,78.72,75,75,FALSE,20210103
Jamaica,JAM,,,NAT_TOTAL,20210104,1,1,1,1,2,1,3,1,1,1,2,1,2,1,3,1,1,1,0,0,2,1,2,2,0,0,3,1,0,,,13203,304,70.37,70.37,77.38,77.38,65,65,67.31,67.31,50,50,FALSE,20210104
Jordan,JOR,,,NAT_TOTAL,20210104,3,1,2,1,2,1,3,1,1,1,2,1,2,1,3,1,0,1,0,0,2,1,2,2,0,0,3,1,0,,,299831,3919,81.48,81.48,88.1,88.1,70,70,75,75,37.5,37.5,FALSE,20210104
Japan,JPN,,,NAT_TOTAL,20210104,1,1,1,1,1,1,0,,1,1,2,0,1,1,4,1,1,1,0,0,2,1,3,2,0,0,1,1,0,,,248625,3472,51.85,51.85,71.43,71.43,52.78,52.78,53.21,53.21,50,50,FALSE,20210104
Kazakhstan,KAZ,,,NAT_TOTAL,20210104,2,1,2,1,2,1,4,1,0,,1,1,2,0,3,0,,0,0,0,2,1,1,0,0,0,3,1,0,,,204293,2775,68.52,68.52,70.24,70.24,48.33,48.33,55.77,55.77,0,0,FALSE,20210104
Kenya,KEN,,,NAT_TOTAL,20210104,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,0,,1,0,0,2,1,2,2,0,0,3,1,0,,,96908,1686,59.26,59.26,66.67,66.67,55,55,59.62,59.62,25,25,FALSE,20210104
Kyrgyz Republic,KGZ,,,NAT_TOTAL,20210102,,,,,,,4,1,0,,1,0,0,,2,0,,1,0,0,2,1,2,1,0,0,3,1,0,,,81214,1358,,,,,,,,,25,25,FALSE,20210102
Cambodia,KHM,,,NAT_TOTAL,20210103,2,1,2,1,2,1,3,1,0,,2,1,0,,2,0,,0,0,0,2,1,1,1,0,0,2,0,0,,,382,0,58.33,58.33,67.86,67.86,43.06,43.06,49.68,49.68,0,0,FALSE,20210103
South Korea,KOR,,,NAT_TOTAL,20210104,2,1,1,1,2,1,4,1,0,,1,1,1,1,3,1,1,1,0,0,2,1,3,2,0,0,3,1,0,,,64979,1007,62.04,62.04,66.67,66.67,62.22,62.22,64.1,64.1,50,50,FALSE,20210104
Kuwait,KWT,,,NAT_TOTAL,20210105,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,0,1,0,0,2,1,3,2,0,0,3,1,3,1,,152027,938,62.96,62.96,76.19,76.19,65.11,65.11,69.36,69.36,37.5,37.5,FALSE,20210105
Laos,LAO,,,NAT_TOTAL,20210104,0,,2,1,0,,0,,0,,0,,0,,4,2,0,2,0,0,2,1,2,2,0,0,4,1,0,,,41,0,29.63,29.63,39.29,39.29,47.22,47.22,41.03,41.03,87.5,87.5,FALSE,20210104
Lebanon,LBN,,,NAT_TOTAL,20210104,3,1,2,1,2,1,4,1,2,1,2,1,2,1,2,0,,1,0,0,2,1,2,1,0,0,3,1,0,,,192139,1512,87.04,87.04,89.29,89.29,68.33,68.33,75,75,25,25,FALSE,20210104
Liberia,LBR,,,NAT_TOTAL,20210104,0,,2,1,1,1,3,1,1,1,0,,0,,1,0,,0,0,0,1,1,1,1,0,0,3,1,0,,,1779,83,35.19,35.19,44.76,44.76,31.67,31.67,36.54,36.54,0,0,FALSE,20210104
Libya,LBY,,,NAT_TOTAL,20210104,2,1,2,1,2,1,4,1,2,1,2,0,2,1,1,0,,0,0,0,2,1,1,0,0,0,3,1,0,,,101975,1526,78.7,78.7,82.14,82.14,54.44,54.44,62.82,62.82,0,0,FALSE,20210104
Sri Lanka,LKA,,,NAT_TOTAL,20210103,2,0,3,0,2,0,4,0,2,0,3,0,2,0,3,0,,2,0,0,2,1,2,2,0,0,4,1,0,,,44774,211,78.24,78.24,74.52,74.52,71.39,71.39,74.68,74.68,50,50,FALSE,20210103
Lesotho,LSO,,,NAT_TOTAL,20210108,3,1,2,1,2,1,4,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,4,1,0,,,,,70.37,70.37,78.57,78.57,54.44,54.44,62.82,62.82,0,0,FALSE,20210108
Lithuania,LTU,,,NAT_TOTAL,20210107,3,1,3,1,2,1,4,1,0,,2,1,2,1,2,1,0,2,0,0,1,1,2,1,0,0,3,1,2,1,,154550,2076,74.07,74.07,73.81,73.81,68.22,68.22,69.1,69.1,62.5,62.5,FALSE,20210107
Luxembourg,LUX,,,NAT_TOTAL,20210103,3,1,2,1,2,1,4,1,1,1,1,1,2,1,4,1,0,2,0,0,2,1,3,2,0,0,3,1,2,1,,46415,495,83.33,83.33,91.67,91.67,79.33,79.33,81.92,81.92,62.5,62.5,FALSE,20210103
Latvia,LVA,,,NAT_TOTAL,20201214,2,1,2,1,2,1,4,1,0,,0,,0,,2,2,1,2,0,0,2,1,2,1,0,0,3,1,,,,25885,352,53.7,53.7,57.14,57.14,58.33,58.33,51.92,51.92,100,100,FALSE,20201214
Macao,MAC,,,NAT_TOTAL,20210106,1,1,0,,0,,0,,0,,0,,0,,3,1,1,2,0,0,2,1,3,2,0,0,2,1,0,,,46,0,23.15,23.15,32.14,32.14,40.56,40.56,35.26,35.26,75,75,FALSE,20210106
Morocco,MAR,,,NAT_TOTAL,20210102,2,1,2,1,2,1,4,1,1,1,2,1,2,1,3,1,1,0,0,0,2,1,2,1,0,0,3,1,0,,,442141,7452,80.56,80.56,84.52,84.52,64.44,64.44,70.51,70.51,25,25,FALSE,20210102
Monaco,MCO,,,NAT_TOTAL,20201226,1,1,2,1,2,1,4,1,1,1,2,1,2,1,1,2,1,0,0,0,2,1,3,1,0,0,3,1,0,,,797,3,71.3,71.3,73.81,73.81,64.44,64.44,66.67,66.67,50,50,FALSE,20201226
Moldova,MDA,,,NAT_TOTAL,20210103,1,1,2,1,2,1,4,1,0,,1,0,1,0,3,1,0,1,0,0,2,1,2,2,0,0,3,1,0,,,145873,3037,57.41,57.41,61.9,61.9,55.56,55.56,58.33,58.33,37.5,37.5,FALSE,20210103
Madagascar,MDG,,,NAT_TOTAL,20210103,1,1,0,,0,,2,1,0,,0,,2,0,3,1,1,1,0,0,2,1,1,1,0,0,4,1,0,,,17767,262,37.04,37.04,50.24,50.24,41.11,41.11,39.74,39.74,50,50,FALSE,20210103
Mexico,MEX,,,NAT_TOTAL,20210103,3,1,3,0,2,1,3,0,1,1,2,0,2,0,1,1,1,2,0,0,2,1,1,1,0,0,4,0,2,1,,1448755,127213,71.76,71.76,76.19,76.19,67.11,67.11,65.9,65.9,75,75,FALSE,20210103
Mali,MLI,,,NAT_TOTAL,20210104,3,1,1,1,1,1,3,1,0,,0,,0,,1,0,,0,0,0,2,1,3,2,0,0,3,1,0,,,7260,279,42.59,42.59,50.71,50.71,43.89,43.89,50.64,50.64,0,0,FALSE,20210104
Malta,MLT,,,NAT_TOTAL,20210108,1,1,2,1,2,1,4,1,0,,0,,0,,3,2,0,1,,,2,1,3,2,,,4,1,2,1,,,,52.78,52.78,57.14,57.14,62.67,62.67,62.69,62.69,62.5,62.5,FALSE,20210108
Myanmar,MMR,,,NAT_TOTAL,20201220,3,1,3,0,2,0,3,1,1,0,2,0,2,0,4,1,1,2,0,0,2,1,3,2,0,0,4,1,0,,,116134,2443,75.93,75.93,79.29,79.29,75.56,75.56,75.64,75.64,75,75,FALSE,20201220
Mongolia,MNG,,,NAT_TOTAL,20210104,3,0,3,0,2,0,4,0,1,0,2,0,2,0,4,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,1308,1,75.46,75.46,75.71,75.71,71.39,71.39,70.83,70.83,75,75,FALSE,20210104
Mozambique,MOZ,,,NAT_TOTAL,20201231,2,1,1,1,2,1,3,1,1,1,0,,0,,3,0,,0,0,0,2,1,1,2,0,0,3,1,0,,,18642,166,55.56,55.56,66.67,66.67,47.22,47.22,54.49,54.49,0,0,FALSE,20201231
Mauritania,MRT,,,NAT_TOTAL,20210104,3,1,2,1,2,1,2,1,0,,0,,0,,2,0,,0,0,0,2,1,1,2,0,0,3,1,0,,,14875,360,51.85,51.85,60.71,60.71,45,45,51.92,51.92,0,0,FALSE,20210104
Mauritius,MUS,,,NAT_TOTAL,20210104,0,,0,,0,,0,,0,,0,,0,,2,2,1,0,0,0,2,1,2,2,0,0,1,1,0,,,531,10,16.67,16.67,21.43,21.43,29.44,29.44,26.28,26.28,50,50,FALSE,20210104
Malawi,MWI,,,NAT_TOTAL,20210103,2,1,2,1,1,1,2,1,0,,0,,0,,4,1,0,2,0,0,2,1,2,2,,,3,1,0,,,6844,195,48.15,48.15,59.52,59.52,53.33,53.33,51.92,51.92,62.5,62.5,FALSE,20210103
Malaysia,MYS,,,NAT_TOTAL,20200503,3,1,3,1,2,1,2,1,0,,1,1,2,1,3,1,1,2,0,0,2,1,3,2,0,0,2,1,0,,,6298,105,73.15,73.15,82.14,82.14,70.56,70.56,69.87,69.87,75,75,FALSE,20200503
Malaysia,MYS,,,NAT_TOTAL,20210104,3,1,2,1,1,1,4,0,1,1,2,0,1,0,3,1,1,2,0,0,2,1,3,2,0,0,2,1,0,,,120818,501,67.13,67.13,78.1,78.1,66.94,66.94,65.71,65.71,75,75,FALSE,20210104
Namibia,NAM,,,NAT_TOTAL,20210104,0,,1,1,1,1,3,1,0,,2,1,0,,1,0,,0,0,0,2,1,2,2,0,0,3,1,0,,,25386,218,38.89,38.89,47.14,47.14,39.44,39.44,45.51,45.51,0,0,FALSE,20210104
Niger,NER,,,NAT_TOTAL,20210104,0,,1,1,1,1,2,1,0,,0,,0,,2,0,,0,0,0,2,1,3,0,0,0,3,0,0,,,3465,110,31.48,31.48,38.1,38.1,29.72,29.72,34.29,34.29,0,0,FALSE,20210104
Nigeria,NGA,,,NAT_TOTAL,20210104,3,1,1,1,1,1,3,1,0,,2,1,1,1,2,0,,0,0,0,2,1,1,2,0,0,3,1,0,,,91351,1318,58.33,58.33,65,65,48.89,48.89,56.41,56.41,0,0,FALSE,20210104
Nicaragua,NIC,,,NAT_TOTAL,20210103,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,1,1,1,0,0,0,0,,0,,,6046,165,8.33,8.33,13.1,13.1,7.22,7.22,8.33,8.33,0,0,FALSE,20210103
Netherlands,NLD,,,NAT_TOTAL,20210106,3,1,3,1,2,1,4,1,2,1,1,1,1,1,3,2,1,2,0,0,2,1,2,1,0,0,2,1,0,,,841163,11999,84.26,84.26,91.67,91.67,75,75,71.15,71.15,100,100,FALSE,20210106
Norway,NOR,,,NAT_TOTAL,20210106,2,1,3,0,2,1,4,1,0,,1,1,1,1,2,2,1,0,0,0,2,1,2,2,0,0,2,0,1,1,,52967,465,64.81,64.81,66.67,66.67,60.5,60.5,62.12,62.12,50,50,FALSE,20210106
Nepal,NPL,,,NAT_TOTAL,20210102,2,0,1,1,2,0,3,1,1,1,1,1,1,1,3,1,1,1,0,0,2,1,1,1,0,0,4,1,1,1,,261438,1870,60.19,60.19,69.76,69.76,56.33,56.33,57.31,57.31,50,50,FALSE,20210102
New Zealand,NZL,,,NAT_TOTAL,20210105,0,,0,,0,,0,,0,,0,,0,,4,2,1,2,0,0,2,1,3,2,0,0,2,0,0,,,2186,25,22.22,22.22,28.57,28.57,42.5,42.5,33.65,33.65,100,100,FALSE,20210105
Oman,OMN,,,NAT_TOTAL,20210104,1,1,0,,2,1,4,1,0,,0,,0,,2,0,,1,0,0,1,1,2,1,0,0,3,1,2,1,,129584,1502,37.04,37.04,38.1,38.1,41,41,43.46,43.46,25,25,FALSE,20210104
Pakistan,PAK,,,NAT_TOTAL,20210107,3,1,3,0,2,0,4,0,0,,3,0,0,,2,1,1,2,0,0,2,1,2,2,0,0,4,1,0,,,497510,10558,64.35,64.35,68.57,68.57,66.39,66.39,65.06,65.06,75,75,FALSE,20210107
Panama,PAN,,,NAT_TOTAL,20210104,3,1,3,1,2,1,4,1,0,,2,1,2,1,1,1,1,2,0,0,2,1,3,2,0,0,4,1,0,,,256230,4197,76.85,76.85,75,75,76.11,76.11,76.28,76.28,75,75,FALSE,20210104
Peru,PER,,,NAT_TOTAL,20210104,2,1,2,1,2,1,4,1,0,,2,1,0,,2,1,1,1,0,0,2,1,2,2,0,0,3,1,0,,,1019475,37830,61.11,61.11,67.86,67.86,59.44,59.44,60.9,60.9,50,50,FALSE,20210104
Philippines,PHL,,,NAT_TOTAL,20210104,3,0,2,0,2,0,2,0,0,,2,0,1,1,2,1,1,2,0,0,2,1,2,2,0,0,2,1,0,,,478761,9263,55.09,55.09,58.33,58.33,57.5,57.5,54.81,54.81,75,75,FALSE,20210104
Papua New Guinea,PNG,,,NAT_TOTAL,20210102,0,,2,1,1,1,0,,0,,0,,0,,2,0,,2,0,0,2,1,1,2,0,0,3,1,0,,,780,9,29.63,29.63,41.67,41.67,38.33,38.33,36.54,36.54,50,50,FALSE,20210102
Poland,POL,,,NAT_TOTAL,20210104,2,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,1,1,0,0,2,1,2,2,0,0,3,1,2,1,,1322947,29161,71.3,71.3,79.76,79.76,71.56,71.56,71.03,71.03,75,75,FALSE,20210104
Puerto Rico,PRI,,,NAT_TOTAL,20210104,3,1,2,1,2,1,2,1,1,0,2,1,1,0,2,1,1,2,0,0,2,1,3,2,0,0,3,1,0,,,78805,1555,64.81,64.81,76.19,76.19,67.22,67.22,66.03,66.03,75,75,FALSE,20210104
Portugal,PRT,,,NAT_TOTAL,20201221,3,0,2,0,2,1,4,1,1,1,2,0,0,,3,1,1,1,0,0,2,1,3,1,0,0,3,1,0,,,376220,6191,67.59,67.59,73.81,73.81,62.22,62.22,64.1,64.1,50,50,FALSE,20201221
Paraguay,PRY,,,NAT_TOTAL,20210104,3,1,1,1,2,1,2,1,0,,2,1,0,,1,1,1,2,0,0,2,1,2,2,0,0,3,1,0,,,109837,2305,52.78,52.78,64.29,64.29,57.78,57.78,55.13,55.13,75,75,FALSE,20210104
Palestine,PSE,,,NAT_TOTAL,20210104,3,0,3,0,0,,3,0,1,0,3,0,2,0,2,0,,0,0,0,2,1,1,1,,,1,1,,,,142228,1490,62.5,62.5,66.9,66.9,44.72,44.72,51.6,51.6,0,0,FALSE,20210104
Qatar,QAT,,,NAT_TOTAL,20210104,2,1,1,1,2,1,3,1,1,1,1,1,0,,2,2,0,1,0,0,2,1,3,2,0,0,4,1,2,1,,144644,245,56.48,56.48,70.24,70.24,64.89,64.89,65.26,65.26,62.5,62.5,FALSE,20210104
Kosovo,RKS,,,NAT_TOTAL,20210106,1,1,2,1,2,1,4,1,1,1,2,1,2,1,2,2,1,2,0,0,2,1,3,2,0,0,4,1,0,,,52333,1355,74.07,74.07,77.38,77.38,77.78,77.78,74.36,74.36,100,100,FALSE,20210106
Romania,ROU,,,NAT_TOTAL,20210103,3,1,2,1,2,1,4,1,0,,2,0,2,1,3,2,0,2,0,0,2,1,2,2,0,0,4,1,1,1,,640429,15979,76.85,76.85,78.57,78.57,76.89,76.89,75.26,75.26,87.5,87.5,FALSE,20210103
Russia,RUS,,,NAT_TOTAL,20210104,2,0,2,0,2,0,3,0,0,,1,0,0,,3,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,3226758,58203,47.69,47.69,52.38,52.38,50.28,50.28,52.24,52.24,37.5,37.5,FALSE,20210104
Rwanda,RWA,,,NAT_TOTAL,20201221,0,,2,0,2,1,3,0,1,1,1,1,2,0,1,1,0,2,0,0,2,1,3,1,0,0,3,1,0,,,7402,65,55.09,55.09,58.33,58.33,56.39,56.39,55.45,55.45,62.5,62.5,FALSE,20201221
Saudi Arabia,SAU,,,NAT_TOTAL,20210104,3,1,0,,2,1,3,1,0,,0,,0,,4,2,0,1,0,0,2,1,3,2,0,,3,1,3,1,,363155,6256,52.78,52.78,57.14,57.14,62.33,62.33,62.31,62.31,62.5,62.5,FALSE,20210104
Sudan,SDN,,,NAT_TOTAL,20201123,2,1,2,1,0,,0,,0,,0,,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,,,16052,1197,28.7,28.7,44.05,44.05,27.78,27.78,28.21,28.21,25,25,FALSE,20201123
Sudan,SDN,,,NAT_TOTAL,20210104,3,1,1,1,0,,0,,0,,0,,0,,3,1,1,0,0,0,1,1,1,1,0,0,1,1,0,,,23316,1468,28.7,28.7,41.67,41.67,27.78,27.78,28.21,28.21,25,25,FALSE,20210104
Senegal,SEN,,,NAT_TOTAL,20210104,0,,2,1,2,1,2,1,0,,0,,0,,3,0,,0,0,0,2,1,2,2,0,0,4,1,0,,,19803,424,43.52,43.52,50,50,43.89,43.89,50.64,50.64,0,0,FALSE,20210104
Singapore,SGP,,,NAT_TOTAL,20210107,1,1,2,1,2,1,4,1,0,,1,1,0,,3,2,1,2,0,0,2,1,3,2,0,0,4,1,1,1,,58813,29,56.48,56.48,64.29,64.29,68.56,68.56,63.72,63.72,100,100,FALSE,20210107
Solomon Islands,SLB,,,NAT_TOTAL,20201229,0,,0,,1,1,0,,1,1,0,,1,0,4,0,,1,0,0,2,1,1,0,0,0,4,1,0,,,17,0,36.11,36.11,52.38,52.38,33.89,33.89,35.26,35.26,25,25,FALSE,20201229
Sierra Leone,SLE,,,NAT_TOTAL,20210104,1,1,0,,1,1,3,1,1,1,0,,0,,1,0,,0,0,0,2,1,2,2,0,0,3,1,0,,,2673,76,37.04,37.04,45.95,45.95,38.33,38.33,44.23,44.23,0,0,FALSE,20210104
El Salvador,SLV,,,NAT_TOTAL,20210103,3,1,1,1,1,1,1,1,0,,2,1,1,0,1,1,1,2,0,0,2,1,3,1,0,0,3,1,0,,,46803,1358,47.22,47.22,59.52,59.52,53.33,53.33,50,50,75,75,FALSE,20210103
San Marino,SMR,,,NAT_TOTAL,20210103,3,1,2,1,1,1,4,1,0,,2,1,2,1,2,1,1,2,0,0,2,1,3,2,0,0,3,1,0,,,2428,59,70.37,70.37,75,75,70.56,70.56,69.87,69.87,75,75,FALSE,20210103
Somalia,SOM,,,NAT_TOTAL,20210102,1,1,0,,1,1,4,1,0,,1,1,0,,1,0,,0,0,0,2,1,2,1,0,0,2,1,0,,,4714,130,37.96,37.96,46.43,46.43,33.89,33.89,39.1,39.1,0,0,FALSE,20210102
Serbia,SRB,,,NAT_TOTAL,20210102,2,1,2,1,2,1,4,1,0,,1,1,1,1,1,2,0,1,0,0,2,1,2,2,0,0,3,1,1,1,,341904,3288,60.19,60.19,63.1,63.1,61.89,61.89,61.79,61.79,62.5,62.5,FALSE,20210102
South Sudan,SSD,,,NAT_TOTAL,20210104,1,1,0,,2,1,2,1,0,,2,1,1,1,1,0,,0,0,0,2,1,2,1,0,0,2,1,0,,,3589,63,47.22,47.22,50,50,39.44,39.44,45.51,45.51,0,0,FALSE,20210104
Suriname,SUR,,,NAT_TOTAL,20210105,1,1,2,1,2,1,3,1,0,,2,1,0,,3,0,,2,0,0,2,1,2,1,0,0,4,1,0,,,6586,125,57.41,57.41,67.86,67.86,55.56,55.56,56.41,56.41,50,50,FALSE,20210105
Slovak Republic,SVK,,,NAT_TOTAL,20210102,1,1,2,1,2,1,0,,0,,2,1,0,,2,2,0,2,0,0,2,1,3,2,0,0,4,1,1,1,,186244,2250,46.3,46.3,64.29,64.29,60.78,60.78,56.67,56.67,87.5,87.5,FALSE,20210102
Slovenia,SVN,,,NAT_TOTAL,20201220,3,1,2,1,2,1,4,1,0,,0,,2,1,2,2,1,1,0,0,2,1,2,2,0,0,4,1,0,,,105899,2353,68.52,68.52,75,75,68.89,68.89,67.95,67.95,75,75,FALSE,20201220
Sweden,SWE,,,NAT_TOTAL,20210108,2,1,2,1,2,1,4,1,1,1,1,1,1,1,3,2,0,1,0,0,2,1,2,1,0,0,1,1,1,1,,,,71.3,71.3,79.76,79.76,61.89,61.89,61.79,61.79,62.5,62.5,FALSE,20210108
Eswatini,SWZ,,,NAT_TOTAL,20210104,2,1,1,1,2,1,3,1,0,,1,1,2,1,1,0,,1,0,0,2,1,2,1,0,0,4,1,0,,,10138,244,59.26,59.26,64.29,64.29,53.33,53.33,57.69,57.69,25,25,FALSE,20210104
Seychelles,SYC,,,NAT_TOTAL,20210105,1,1,0,,2,0,1,1,0,,0,,0,,3,2,0,1,0,0,2,1,2,2,0,0,1,1,0,,,313,0,34.26,34.26,41.67,41.67,41.67,41.67,38.46,38.46,62.5,62.5,FALSE,20210105
Syria,SYR,,,NAT_TOTAL,20210104,2,0,2,1,1,1,2,0,1,1,1,1,2,0,3,0,,0,0,0,1,1,1,1,0,0,2,1,0,,,11799,734,54.17,54.17,66.67,66.67,41.39,41.39,47.76,47.76,0,0,FALSE,20210104
Chad,TCD,,,NAT_TOTAL,20210103,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,0,,1,0,0,2,1,1,2,0,0,4,1,0,,,2213,104,61.11,61.11,73.81,73.81,55.56,55.56,60.26,60.26,25,25,FALSE,20210103
Togo,TGO,,,NAT_TOTAL,20210103,1,1,2,1,2,1,3,1,1,1,2,1,2,0,2,1,1,2,0,0,2,1,2,1,0,0,4,1,0,,,3702,68,68.52,68.52,73.81,73.81,65.56,65.56,64.1,64.1,75,75,FALSE,20210103
Thailand,THA,,,NAT_TOTAL,20210103,3,0,3,0,1,1,2,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,3,0,0,,,8439,65,63.89,63.89,71.43,71.43,66.94,66.94,61.86,61.86,100,100,FALSE,20210103
Tajikistan,TJK,,,NAT_TOTAL,20201231,0,,0,,2,1,3,1,0,,0,,0,,2,1,1,1,0,0,2,1,1,1,0,0,3,1,0,,,13296,90,36.11,36.11,35.71,35.71,38.89,38.89,37.18,37.18,50,50,FALSE,20201231
Turkmenistan,TKM,,,NAT_TOTAL,20210104,1,1,2,1,1,1,1,1,1,1,0,,2,0,4,0,,0,0,0,2,1,0,0,0,0,3,1,0,,,,,55.56,55.56,75,75,38.33,38.33,44.23,44.23,0,0,FALSE,20210104
Timor-Leste,TLS,,,NAT_TOTAL,20210104,3,1,0,,1,1,4,1,0,,2,1,1,0,4,1,1,0,0,0,2,1,3,2,0,0,3,1,0,,,49,0,60.19,60.19,67.86,67.86,57.78,57.78,62.82,62.82,25,25,FALSE,20210104
Tonga,TON,,,NAT_TOTAL,20210104,1,1,0,,1,1,3,1,0,,2,1,0,,4,0,,0,0,0,2,1,1,1,0,0,0,,0,,,,,47.22,47.22,57.86,57.86,33.89,33.89,39.1,39.1,0,0,FALSE,20210104
Trinidad and Tobago,TTO,,,NAT_TOTAL,20210102,3,1,2,1,2,1,4,1,1,1,0,,0,,4,1,0,0,0,0,2,1,1,2,0,0,4,1,0,,,7162,127,68.52,68.52,77.38,77.38,58.33,58.33,65.38,65.38,12.5,12.5,FALSE,20210102
Tunisia,TUN,,,NAT_TOTAL,20201215,2,1,1,1,2,1,4,1,0,,2,1,2,1,2,1,1,1,0,0,2,1,1,2,0,0,4,1,,,,113241,3956,68.52,68.52,67.86,67.86,63.33,63.33,65.38,65.38,50,50,FALSE,20201215
Turkey,TUR,,,NAT_TOTAL,20210103,2,1,2,1,2,1,4,0,1,1,3,1,2,1,2,2,0,2,0,0,2,1,2,2,0,0,4,1,0,,,2241912,21488,80.09,80.09,80.95,80.95,77.5,77.5,75.96,75.96,87.5,87.5,FALSE,20210103
Taiwan,TWN,,,NAT_TOTAL,20210104,0,,0,,0,,0,,0,,0,,0,,3,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,815,7,19.44,19.44,25,25,33.33,33.33,32.69,32.69,37.5,37.5,FALSE,20210104
Tanzania,TZA,,,NAT_TOTAL,20201221,1,1,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,0,0,0,2,0,0,,,509,21,6.48,6.48,10.71,10.71,8.61,8.61,9.94,9.94,0,0,FALSE,20201221
Uganda,UGA,,,NAT_TOTAL,20210106,2,1,2,1,1,1,2,1,0,,2,1,0,,1,0,,0,0,0,2,1,1,1,0,0,2,0,0,,,36702,294,47.22,47.22,59.52,59.52,36.39,36.39,41.99,41.99,0,0,FALSE,20210106
Ukraine,UKR,,,NAT_TOTAL,20210104,3,0,2,0,1,0,3,0,2,0,1,1,2,0,2,1,0,1,0,0,2,1,3,2,0,0,2,1,0,,,1111631,19712,61.57,61.57,66.9,66.9,58.61,58.61,61.86,61.86,37.5,37.5,FALSE,20210104
Uruguay,URY,,,NAT_TOTAL,20210102,1,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,0,2,0,0,2,1,3,1,0,0,2,1,0,,,20275,201,70.37,70.37,79.76,79.76,67.22,67.22,64.1,64.1,87.5,87.5,FALSE,20210102
United States,USA,,,NAT_TOTAL,20210104,3,0,2,0,2,0,4,0,1,1,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,2,1,,20819087,353502,71.76,71.76,73.33,73.33,69.89,69.89,71.03,71.03,62.5,62.5,FALSE,20210104
Uzbekistan,UZB,,,NAT_TOTAL,20210103,1,0,1,1,1,1,3,1,0,,1,1,0,,3,1,1,1,0,0,2,1,1,2,0,0,3,1,0,,,77258,614,42.59,42.59,54.29,54.29,46.11,46.11,45.51,45.51,50,50,FALSE,20210103
Venezuela,VEN,,,NAT_TOTAL,20210103,3,1,2,1,2,1,4,1,1,0,2,1,2,1,4,0,,2,0,0,2,1,3,0,0,0,4,1,,,,114230,1034,84.26,84.26,86.9,86.9,70.56,70.56,73.72,73.72,50,50,FALSE,20210103
United States Virgin Islands,VIR,,,NAT_TOTAL,20201121,,,1,1,1,1,2,1,0,,1,1,2,1,2,1,1,0,,,2,1,1,,,,,,0,,,1491,23,46.3,46.3,52.38,52.38,,,,,25,25,FALSE,20201121
Vietnam,VNM,,,NAT_TOTAL,20210104,3,0,2,0,1,1,3,0,0,,2,0,0,,4,1,1,1,0,0,2,1,3,2,0,0,3,1,0,,,1497,35,55.09,55.09,63.1,63.1,58.06,58.06,59.29,59.29,50,50,FALSE,20210104
